F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-4.6005,7.3863,1038.4,-309.58,0.06,-8.3012,-1729.34,-22424.48,4253.5,-0.9199,0,-107.973,8.84,0,-5890.32,0.79498,-18.717,-9.0792,0.9912,-7802.38,14.89,False
-2.10882,11.223,867.34,-423.36,2.06,-8.924,-1416.4786,-22207.95,1166.98,-2.406,0,-118.239,8.8906,1,-646.02,1.584,-20.997,-6.6234,3.65,-7807.4,,True
-3.6003,7.0674,1111.54,-592,2.06,-7.4326,-945.34,-22432.753,1144.4,-1.228,1,-133.608,9.211,1,-7010.82,4.24,-20.823,-6.47325,0.6914,-7609.28,,False
-3.0237,8.8668,1024,-641.7,2.06,-7.2224,-1295.5,-22420.31,1004.24,-2.7,1,-106.7364,9.338,1,-3837.12,1.099,-14.0452,-6.52749,1.3465,-7755.08,,False
-4.8168,7.4595,979.22,-360.42,2.06,-11.344,-1037.34,-22441.776,-3904.5,-0.2897,1,-147.36,9.6752,1,3988.98,0.86242,-10.886,-6.6981,1.424,-7650.98,12.74,False
-4.8543,13.077,968.21,-301.3,0.06,-10.12,-1436.62,-22427.766,839.9,-0.5634,1,-115.821,9.776,0,-5241.42,1.4446,-24.81,-8.4795,0.8268,-8569.48,16.97,True
-5.604,20.049,1554.68,-45.8,0.06,-7.3524,-1409.82,-22448.31,713.1,-0.3626,0,-140.76,8.65464,0,-1021.02,2.2086,-16.631,-6.6996,0.4828,-13412.08,14.68,True
-4.5531,8.6604,985.64,-282.7,2.06,-7.0966,-1475,-22405.13,1172.02,-2.362,0,-188.82,8.630914,0,-6033.246,4.104,-15.5995,-18.579,0.9176,-7832.28,15.26,False
-4.2159,12.981,967.062,-269.4,0.06,-7.2646,-1466.28,-22434.31,1301.5,-0.6909,0,-113.646,8.6213012,1,-6418.02,3.814,-18.287,-7.2711,1.986,-7870.51,,False
-3.369,12.885,1076.26,-5146.2,2.06,-6.5456,-1289.72,-22458.76,888.48,-1.88,0,-117.594,8.932,1,-5242.62,3.796,-14.9266,-7.9581,0.9733,-7354.78,14.78,False
-3.4479,8.316,987.16,-656.5,2.06,-8.1486,-1202.34,-22436.599,1353.7,-0.9206,1,-125.403,9.0884,0,-6005.28,1.1422,-12.635,-7.8951,0.49442,-6079.08,,False
-5.721,12.177,1865.68,-272.3,2.06,-7.3486,-1434.622,-22450.86,2002.3,-0.22124,0,-106.8555,9.765,0,-1045.02,0.9032,-14.5082,-6.43899,1.916,-7818.13,,False
-2.9499,8.4201,860.76,-2224.2,0.06,-6.7882,-967.74,-22837.65,699.7,-2.778,1,-133.479,9.6256,1,-5740.62,2.1574,-17.676,-9.387,2.232,-8143.18,,True
-6.723,10.674,-733.72,-358.99,0.06,-6.6338,-1482.5,-22448.8,1728.5,-0.3841,1,-132.522,10.0366,1,-3976.02,1.5028,-9.125,-6.52761,0.5387,-9754.08,14.85,True
-2.5356,14.394,1149.9,-133.1,0.06,-7.7322,-1423.182,-22444.278,866.7,-0.5189,1,-155.31,8.71184,1,-1267.02,2.2778,-12.223,-6.8247,0.5274,-7030.68,,False
-2.5209,10.062,-2431.32,-1079.3,0.06,-7.027,-1374.74,-22440.314,1950.9,-0.22758,1,-109.782,10.5652,1,-5908.47,1.0836,-14.9986,-8.3577,1.612,-7887.75,,True
-3.8028,8.9166,910.22,-813.7,2.06,-8.1426,-1248.8,-22433.968,1237.74,-1.599,0,-112.776,8.74452,1,-6780.72,4.176,-9.54,-9.492,0.9826,-8609.88,16.3,True
-2.4993,9.6465,-42.32,-343.56,2.06,-7.1724,-1449.82,-22449.16,1138.46,-0.3326,0,-110.568,8.67706,0,-2521.02,3.876,-17.887,-6.597,0.5864,-8249.58,,False
-4.3047,7.4556,-305.72,-248.3,2.06,-7.6256,-1596.16,-22442.974,1065.652,-0.4082,0,-128.517,10.974,0,6847.98,6.726,-12.206,-6.4632,0.9819,-8031.18,15.2,False
-5.97,8.8881,703.88,-543.1,0.06,-9.1,-1408.814,-22352.95,2535.5,-1.273,1,-107.67,8.71528,0,-6145.86,1.0922,-20.41,-7.8024,1.537,-7780.48,,False
-2.9898,9.753,858.4,-339.52,0.06,-7.625,-1506.22,-22453.75,1326.7,-0.3954,1,-104.90303,8.8192,1,-6650.82,3.558,-14.553,-8.3844,3.746,-8022.78,15.03,False
-4.6887,7.3962,754.28,-1515.2,0.06,-6.8552,-416.74,-22511.93,-471.3,-0.20461,0,-119.376,10.0536,0,-5347.62,1.0114,-17.399,-7.5141,0.5787,-9822.08,,True
-8.685,8.2095,691.88,-400.986,2.06,-10.31,-1283.16,-22550.45,951.62,-0.9214,1,-155.7,11.972,1,-4444.02,4.012,-19.958,-7.6194,0.9694,-8454.18,16.18,True
-4.0395,13.5,-600.52,-2028.2,0.06,-6.7514,-1319,-22430.996,812.7,-0.3646,1,-107.808,9.225,0,2086.98,3.248,-22.423,-6.54117,1.1389,-8282.18,15.58,True
-6.306,8.5311,-1161.32,-881.9,2.06,-7.3922,-1063.14,-22437.917,638.1,-0.3581,0,-128.1,8.6479,1,-5661.72,2.6362,-14.4285,-16.143,2.056,-7806.52,15.64,True
-5.568,8.5308,622.48,-206.3,0.06,-7.911,-1604.08,-22453.2,1138.92,-0.7645,1,-138.96,8.70078,0,-5981.58,6.876,-5.443,-11.7,0.7219,-9468.08,,True
-2.13825,11.481,511.88,-2172.2,0.06,-6.6256,-1308,-22474.9,131.7,-0.6156,1,-164.61,8.62422,1,-5499.72,1.243,-18.414,-9.1689,0.7731,-8912.08,,True
-3.0699,7.209,819.32,-1687.2,0.06,-6.7992,-1053.14,-22419.29,1650.7,-3.215,1,-106.5303,8.62296,1,-5804.97,1.3168,-23.585,-8.2242,2.922,-7865.95,14.24,True
-3.4212,7.6785,804,-627.2,2.06,-8.792,-1188.54,-22420.19,1247.72,-2.303,1,-122.916,8.69356,1,-6160.56,3.294,-14.636866,-14.373,0.8664,-8620.18,,True
-3.5736,10.851,913.4,-371.22,0.06,-8.974,-1362.34,-22385.83,-1274.5,-0.4499,1,-142.5,17.638,1,-2107.02,0.8952,-11.853,-6.7848,1.641,-8141.68,13.78,False
-4.0089,7.6581,400.88,-621.7,0.06,-8.422,-724.14,-22481.93,-536.7,-0.6555,1,-177.81,9.2796,0,-5578.32,1.1266,-13.251,-10.794,2.939,-8036.08,,True
-3.5268,8.9208,640.88,-729.8,0.06,-8.446,-1144.54,-22440.187,961.74,-0.764,1,-129.885,10.0902,1,-6013.92,2.1114,-27.51,-7.3152,0.9349,-8595.28,16.4,True
-4.2285,7.797,1036.38,-1099.9,2.06,-6.8428,-1194.14,-22506.03,1132.08,-1.513,0,-109.089,9.6464,0,-6068.595,3.954,-10.746,-11.406,1.573,-7806.51,14.95,False
-3.9906,12.135,730.28,-609.7,2.06,-6.60102,-1430.15,-22413.81,1229.92,-1.685,0,-135.33,9.1828,1,-5819.55,1.879,-11.764,-12.582,1.1282,-7904.382,16.2,True
-2.6556,10.611,849.42,-713.4,2.06,-7.788,-1270.98,-22404.66,617.1,-2.529,0,-121.554,8.691,0,-1333.02,1.8944,-14.4763,-6.6132,1.3587,-8308.58,16.31,True
-4.2234,7.02456,950.556,-378.98,0.06,-7.878,-989.74,-22446.78,1054.76,-2.41,0,-135.69,8.71812,0,-5496.12,7.474,-23.751,-8.1447,0.6079,-9431.08,,True
-6.222,9.858,-2979.32,218.1,0.06,-6.57444,-1531.86,-22430.906,2013.3,-0.2397,1,-174.9,8.638112,1,-5452.32,1.37,-13.037,-6.48804,2.613,-8073.98,14.58,True
-6.744,14.547,733.68,-435.34,0.06,-10.518,-1445.82,-22444.391,1607.5,-0.21209,0,-112.32,9.5348,1,-6449.82,2.4444,-14.9903,-10.182,1.0383,-7949.96,14.52,False
-6.54,8.8932,-3965.32,-541.3,0.06,-9.5,-1178.74,-22437.891,1006.54,-0.1952,0,-118.326,8.67212,1,-5739.42,7.374,-15.759,-11.562,0.7082,-9035.08,15.4,True
-4.2162,15.147,-91.72,659.8,2.06,-6.7268,-1483.28,-22454.61,1630.3,-0.6286,0,-167.25,8.6202356,0,-5999.37,1.8664,-7.112,-19.701,1.0295,-8523.28,15.99,True
-2.4561,10.752,1188.88,413.5,2.06,-6.9092,-1430.674,-22463.8,-100.5,-0.7253,1,-158.13,10.982,0,-5104.32,0.9366,-14.1282,-8.085,2.112,-8079.08,,False
-5.772,8.1396,863.04,-1456.2,2.06,-6.7918,-1289.1,-22442.061,1158.14,-1.574,1,-116.682,8.79418,0,-6037.989,4.818,-9.232,-10.77,2.565,-7834.13,14.91,True
-6.375,7.02531,808.8,-925.6,2.06,-7.3178,-1786.74,-22497.39,1543.7,-2.546,0,-116.676,8.71116,1,-6247.83,2.784,-11.693,-8.7885,3.577,-7752.18,,True
-7.179,10.965,879.84,-653.1,0.06,-8.5,-1270.88,-22464.89,658.1,-0.8228,1,-183.09,8.69484,0,-5854.23,1.6542,-15.93,-9.861,2.827,-8005.98,14.81,True
-7.011,11.226,1330.48,-200.8,2.06,-6.924,-1377.64,-22435.665,-0.7,-0.3005,1,-135.96,8.9264,1,-4450.02,1.0826,-19.754,-7.8027,2.002,-7824.79,14.86,False
-3.3009,7.01649,961.508,-1632.2,0.06,-6.812,1020.46,-22437.853,107.1,-4.499,0,-122.451,12.008,1,-5365.02,1.2586,-11.941,-8.8365,1.82,-7780.58,14.18,False
-3.7602,11.025,969.25,-133.6,0.06,-7.6216,-1432.546,-22431.951,988.04,-4.526,1,-146.22,10.0968,0,-5071.62,3.258,-14.8552,-8.5626,0.9811,-7820.97,,False
-5.589,8.8848,897.14,-409.463,2.06,-13.074,-1326.88,-22387.41,903.54,-0.9522,1,-135.81,8.6217052,1,-5858.61,2.0012,-21.356,-12.498,1.621,-8110.08,13.52,False
-2.7438,9.6552,1185.68,-577.7,2.06,-6.7034,-1372.16,-22436.913,1116.92,-0.8137,1,-106.5387,8.6200088,0,-5625.42,1.808,-9.795,-6.8298,1.2108,-8052.48,,False
-3.4656,18.495,66.28,-52.4,0.06,-7.847,-1480.16,-22443.042,1434.7,-0.5062,1,-107.5968,8.69002,0,-4294.32,3.074,-13.9706,-6.7695,1.509,-7903.359,,False
-6.924,12.408,1228.08,-304.03,2.06,-7.6014,-1352.98,-22496.07,-73.5,-0.3956,0,-155.61,8.69614,1,-5352.12,1.4204,-17.655,-10.026,0.8272,-8733.48,14.64,False
-2.5269,7.2582,1220.08,-399.667,0.06,-11.774,-1653.14,-22458.24,1325.7,-0.5749,1,-126.444,8.8726,0,-6127.35,2.5966,-18.914,-7.5348,0.5307,-6554.08,,False
-2.9745,8.9877,783.46,-189.3,2.06,-7.8246,-1450.88,-22451.37,265.9,-1.397,1,-148.98,10.9,1,-4085.52,1.081,-30.54,-7.824,1.596,-7931.7,,False
-8.115,7.7655,657.68,-700.9,0.06,-8.2392,-744.34,-22442.291,689.7,-1.272,1,-132.306,11.188,0,-4518.72,2.6488,-13.013,-8.3352,3.36,-7841.79,,False
-5.427,11.886,926.82,-547.8,0.06,-8.802,-1407.194,-22427.951,2589.5,-4.349,0,-136.11,10.456,1,-6185.67,1.048,-16.851,-8.5374,1.0815,-7592.28,,False
-3.864,10.308,649.88,-52.8,0.06,-7.1888,-1408.602,-22424.54,804.9,-1.257,0,-171.51,12.728,1,-1621.02,2.764,-18.866,-7.0344,1.1613,-8354.38,14.38,True
-3.0735,16.68,695.88,-306.45,0.06,-7.2474,-1413.714,-22439.231,426.3,-1.409,0,-114.402,14.356,0,-5186.52,1.1216,-25.52,-9.744,0.6539,-7608.08,14.55,False
-2.9466,8.8914,1102.86,200.9,2.06,-7.0608,-1456.08,-22476.58,875.3,-0.6212,1,-116.721,12.078,1,-4533.12,1.9256,-11.862,-7.4637,2.469,-8032.68,,False
-2.25855,12.171,-969.12,-360.57,0.06,-10.674,-1411.728,-22429.012,917.46,-0.3071,0,-108.015,9.0288,1,2137.98,3.232,-14.8909,-6.6162,1.704,-8148.28,14.93,True
-5.547,17.85,1217.08,-160.1,0.06,-7.8746,-1412.474,-22436.827,746.5,-0.7486,1,-133.665,8.626268,1,-2263.02,2.0944,-9.018,-6.783,2.286,-8076.68,,False
-2.33307,16.374,992.1,1043.8,2.06,-6.60846,-1410.418,-22392.44,596.3,-0.6987,0,-146.85,9.8754,0,-5467.32,1.5984,-11.869,-9.879,0.6029,-9590.08,14.95,True
-5.556,7.152,381.48,-769.4,2.06,-7.3998,411.66,-22437.748,-478.5,-0.6502,0,-184.02,8.66142,0,-4624.32,1.407,-14.964,-8.685,1.2271,-8280.18,,True
-4.1691,8.4228,632.68,-63.8,2.06,-7.1056,-1416.9884,-22285.75,980.44,-0.7529,0,-158.79,8.67294,1,-4447.32,4.146,-20.137,-7.7145,0.5608,-10355.08,16.23,True
-4.6989,8.0604,-10531.32,-362.45,2.06,-7.6586,-1339.42,-22448.09,199.5,-0.18374,0,-122.361,9.0732,0,-2833.02,1.2788,-6.727,-7.4328,0.7917,-8575.08,15.03,True
-4.6134,10.545,726.68,-443.06,2.06,-7.987,-1432.262,-22423.93,1320.1,-1.385,1,-153.6,9.312,0,-5180.22,1.5158,-15.2851,-8.2437,3.615,-7819.94,15.37,True
-3.9156,13.788,709.08,-552.9,0.06,-7.9996,-1382.22,-22435.606,736.5,-2.088,1,-126.423,8.73326,0,-5539.92,1.7062,-26.68,-12.654,0.5644,-6084.08,13.45,False
-4.8924,9.3129,-2655.32,-436.55,2.06,-9.136,-1414.882,-22418.22,1732.1,-0.18649,0,-218.85,8.70048,1,-5134.62,0.94,-16.015,-7.6386,1.412,-7788.58,16.37,True
-6.393,11.673,1062.64,-534.2,0.06,-8.1522,-1393.58,-22472.52,1270.88,-2.229,1,-123.714,11.238,1,-6545.22,3.008,-15.84,-9.2646,0.9598,-8241.58,,False
-2.1012,7.8717,791.84,-2053.2,2.06,-6.7938,-1148.14,-22459.36,1482.9,-0.4549,1,-149.31,8.65844,0,-11143.02,1.9202,-0.55,-6.50964,0.7662,-7829.49,,False
-6.249,12.546,764.68,-122.9,2.06,-6.832,-1468.58,-22400.31,2343.3,-1.476,0,-105.9069,9.4588,1,-5590.92,1.0696,-18.348,-8.8413,2.125,-7774.68,16.14,True
-5.958,10.518,-854.72,-351.72,2.06,-7.1846,-1322.7,-22412.02,691.3,-0.3683,1,-134.172,13.616,0,-4364.22,3.27,-11.472,-8.7537,1.0139,-8505.18,,True
-3.9702,7.4625,704.88,-498.65,2.06,-10.554,-805.74,-22412.16,843.1,-1.0598,0,-118.968,8.6564,1,-4930.92,1.986,-12.601,-7.4412,2.682,-7991.19,16.95,True
-4.7529,7.7157,752.28,-699,0.06,-8.2494,-866.74,-22507.91,982.64,-1.909,1,-151.62,9.2818,0,-5757.72,4.158,-14.4649,-9.828,1.493,-8267.38,16.88,True
-3.7992,14.754,1383.28,-470.93,2.06,-14.624,-1335.16,-22460.74,968.88,-0.6083,0,-105.8433,13.596,1,-3955.32,3.972,-20.819,-6.6783,2.161,-7738.38,,False
-3.5529,7.6143,-1127.32,-361.45,0.06,-9.668,-1318.84,-22420.01,980.3,-0.20642,0,-123.465,9.8428,1,-3142.32,4.274,-13.8986,-7.0092,0.9468,-8450.58,,True
-6.579,7.1271,1002.98,69.4,0.06,-6.9496,-1744.74,-22462.83,1175.92,-0.5696,1,-119.427,8.6205682,0,-5693.22,1.4692,-13.402,-8.0655,1.026,-8519.28,,True
-6.609,7.1967,839.1,-502.26,0.06,-10.064,48.66,-22438.408,924.68,-0.861,0,-107.6037,10.67,1,-2437.02,6.168,-20.118,-7.017,0.9792,-7919.98,14.5,False
-3.5841,9.849,1004.96,-553.1,2.06,-9.216,-1196.74,-22507.42,361.9,-0.8867,0,-105.3957,9.1916,1,-3043.02,1.622,-17.639,-6.6219,0.8541,-8867.58,12.61,False
-6.357,13.188,1728.28,-1226.3,0.06,-6.8712,-1314.08,-22429.889,395.5,-0.21474,1,-127.683,8.8262,0,-2836.02,1.7034,-15.951,-6.6201,1.3167,-8377.28,,True
-2.13204,15.834,431.68,-551.3,2.06,-9.816,-1402.466,-22334.15,1173.6,-0.6282,0,-146.58,8.73116,0,-6053.241,6.224,-17.636,-15.726,1.614,-7627.68,,False
-2.6172,7.668,985.86,-555.3,0.06,-9.382,-1257.3,-22212.95,1948.3,-0.8087,1,-132.594,8.66384,1,-7438.62,1.3922,-5.977,-7.1895,0.5895,-7414.28,,False
-6.159,12.396,-242.72,-480.37,0.06,-12.834,-1403.14,-22347.2,1507.7,-0.4326,0,-115.263,8.67574,1,-6050.07,2.0736,-23.256,-14.871,0.7902,-7173.18,15.16,False
-4.2327,9.5418,974.656,-173.3,2.06,-7.2344,-1438.14,-22424.68,1080.586,-0.8915,0,-114.75,9.1522,1,-5693.52,4.756,-19.361,-8.7408,1.94,-8078.58,,False
-3.5307,8.3571,710.88,-1412.2,2.06,-6.9548,-1320.48,-22510.89,1486.9,-2.3,1,-130.608,8.9714,0,-5384.52,1.7034,-18.029,-7.0923,0.51701,-7071.78,,True
-8.076,7.9227,1063.46,-645.2,0.06,-8.504,-856.74,-22465.56,432.1,-0.45,1,-118.596,8.8762,0,-5298.42,1.4082,-13.034,-6.999,0.5682,-10122.08,13.15,True
-2.8047,11.172,697.28,-558,2.06,-8.922,-1286.9,-22449.44,-791.1,-1.418,1,-118.734,8.77902,1,-5211.42,1.067,-13.237,-9.321,2.589,-8011.78,,True
-8.316,8.6103,903.24,-1274.3,2.06,-7.2068,-1112.34,-22309.85,1049.24,-2.331,0,-143.58,9.6502,0,-5020.32,3.574,-8.545,-6.8217,1.2519,-7684.98,,True
-2.34564,7.2819,1104.38,-852.4,0.06,-7.5964,-856.74,-22426.954,1137.1,-0.559,1,-161.1,8.630396,0,-6347.43,8.42,-13.232,-12.42,0.6532,-8946.08,15.95,True
-3.4761,7.8675,841.5,-389.29,2.06,-8.556,-1263.28,-22435.35,933.48,-3.264,0,-148.17,8.79354,0,-4730.82,4.106,-15.4391,-8.4174,0.626,-9265.08,15.45,True
-5.34,8.355,616.48,-387.71,0.06,-8.405,-1495.46,-22451.25,1185.54,-0.6734,1,-156.09,11.36,0,-5997.6,3.864,-20.851,-9.567,0.8309,-8673.78,14.72,True
-2.9424,7.1637,1592.08,-889.9,2.06,-6.814,-1362.48,-22504.77,1238.3,-0.2829,1,-158.67,10.5746,1,-6152.13,3.798,-11.686,-12.951,1.54,-7807.43,,True
-2.469,8.0238,421.48,-1153.1,2.06,-7.3522,-1172.54,-22317.05,1628.9,-0.8458,1,-142.29,9.039,0,-7837.92,1.5398,-9.944,-6.9018,0.8771,-8659.98,,True
-2.7771,11.172,964.242,214.4,0.06,-6.7716,-1370.24,-22608.85,468.3,-0.4398,0,-142.5,10.6036,1,-5204.52,1.9274,-11.277,-10.665,0.6339,-7175.58,15.57,False
-9.768,16.095,998.36,-2652.2,2.06,-6.61912,-1349.16,-22439.194,926.7,-0.7929,1,-141.81,11.916,0,-5796.81,4.186,-20.438,-9.399,2.161,-8090.58,14.53,False
-2.35356,12.696,998.06,-385.97,0.06,-7.9224,-1370.32,-22434.748,434.7,-0.3952,0,-124.968,9.8682,0,-4510.02,1.5608,-19.908,-7.9503,3.166,-7891.745,15.56,False
-4.8495,8.1252,985.14,-641.9,2.06,-7.841,-1291.1,-22306.35,1195.22,-2.86,1,-111.495,8.76558,1,-6205.8,3.956,-7.984,-9.972,1.986,-7819.15,,False
-4.5309,9.2763,-2039.32,-433.39,2.06,-10.696,-1352.4,-22442.813,665.7,-0.2671,1,-232.14,9.0578,1,9088.98,1.2806,-13.6454,-6.43011,1.162,-8021.48,15.14,True
-3.4869,8.6148,943.408,-551.8,2.06,-10.118,-1095.74,-22297.45,864.1,-1.004,1,-109.2,8.74614,0,-5897.22,2.0326,-15.928,-8.2275,0.9181,-8357.28,15.76,False
-6.489,17.916,503.88,-721.2,2.06,-7.804,-1401.11,-22440.975,1117.62,-0.8444,1,-110.559,9.88,0,-5564.82,8.322,-13.228,-7.0599,1.1803,-7852.84,16.55,True
-5.967,12.342,819.84,-481.93,0.06,-13.822,-1366.12,-22449.18,1443.5,-0.4861,1,-109.983,8.9822,0,-6861.72,1.9712,-16.137,-7.488,2.998,-7867.17,,False
-6.639,9.873,825.12,-610.8,2.06,-9.414,-1303.04,-22444.574,1214.64,-1.271,1,-189.24,9.0762,0,-6793.32,3.466,-10.926,-8.4183,1.2621,-8438.88,13.83,False
-3.9003,8.7201,1071.48,-430.86,0.06,-10.808,-1303.84,-22428.639,591.1,-0.5509,1,-117.42,12.892,0,-4853.82,0.9488,-17.247,-7.1046,0.547,-8141.58,13.96,False
-3.492,7.3734,1233.88,-1358.1,2.06,-6.9122,-504.94,-22360.58,606.1,-0.658,0,-139.26,10.2224,0,-5637.12,1.3378,-2.48,-8.253,0.561,-6776.08,,False
-6.645,7.1013,958.454,-386.63,0.06,-7.9686,-1385.32,-22395.35,1100.9,-1.19,1,-120.843,9.3734,0,-5899.53,6.132,-13.121,-8.3808,1.46,-8150.38,,True
-5.241,11.253,1041.2,77.2,2.06,-7.0978,-1456.44,-22451.1,1093.34,-1.246,0,-109.164,9.062,0,-5317.32,7.08,-20.686,-7.2654,2.006,-8072.48,,True
-7.176,8.7927,523.88,-296.2,0.06,-9.208,-1689.74,-22431.09,3423.5,-1.293,1,-115.443,10.0854,1,-5989.05,0.9976,-10.672,-9.765,0.6659,-9955.08,,True
-5.37,10.407,630.08,-579.6,0.06,-8.674,-1255.04,-22338.06,58.1,-0.9102,1,-150.81,8.66668,1,-2275.02,1.3488,-19.267,-6.8094,1.1537,-8383.08,14.44,True
-4.515,13.821,817.06,-570.7,2.06,-7.6206,-1418.4994,-22444.094,1522.9,-2.392,0,-254.16,8.66432,1,-6138.33,1.5822,-12.305,-8.3682,1.0015,-8537.48,,True
-4.6989,7.0584,916.42,-498.81,0.06,-11.982,-324.34,-22416.87,1207.96,-0.8634,0,-119.7,8.6207184,0,-6177.78,2.688,-16.374,-8.5965,0.8641,-7567.98,15.27,False
-5.0409,15.258,185.48,-2755.2,2.06,-6.61516,-1416.6864,-22449.32,1844.1,-0.5435,1,-117.261,8.64682,0,-6433.32,1.6404,-11.267,-6.8085,3.322,-7788.68,15.58,True
-6.105,7.9626,980.4,-324.26,2.06,-8.0808,-1336.32,-22422.75,948.66,-1.292,1,-315.87,8.69306,0,-5680.92,2.6618,-10.974,-9.894,1.641,-8145.28,,False
-3.2757,7.4403,935.212,-152.3,2.06,-7.1642,-1553,-22422.43,1093.678,-1.339,0,-129.765,8.65488,1,-5548.32,6.128,-14.8286,-7.5876,0.6313,-9555.08,,False
-4.8918,9.7149,1028.6,-687.5,0.06,-7.7804,-1258.28,-22465.87,721.9,-0.8109,0,-114.699,9.2088,0,-5347.02,1.3456,-13.016,-6.8649,0.49495,-10460.08,,True
-3.5235,8.3151,842.46,-911.2,2.06,-8.0084,-1152.34,-22596.65,1372.7,-1.277,1,-112.182,9.2756,1,-9583.02,2.6698,-9.446,-6.9849,1.517,-8312.48,,False
-2.7936,12.852,1297.88,-1049.6,2.06,-7.157,-1384.14,-22393.76,1701.9,-0.4516,0,-161.91,9.4502,0,-8888.52,1.695,-10.197,-7.0872,1.227,-8262.78,,True
-5.139,8.388,1268.28,-322.69,2.06,-9.454,-1319.06,-22527.33,1001.16,-0.3634,1,-112.506,8.66844,1,-4545.42,9.1,-16.394,-8.4174,1.941,-7824.19,,False
-4.0542,7.7919,628.88,-103.7,2.06,-7.8054,-2003.74,-22454.58,4895.5,-1.168,1,-220.08,8.79332,0,-4896.42,0.87104,-13.537,-6.822,0.8682,-8371.58,14.62,True
-4.5681,8.3931,812.36,-340.3,0.06,-9.99,-1414.106,-22437.831,406.9,-2.346,1,-146.82,8.66826,1,-5207.82,1.296,-15.5683,-9.729,1.1309,-8290.38,17.94,True
-3.5526,8.8764,676.08,-972.3,2.06,-7.3956,-1305.78,-22012.35,1209.06,-1.368,1,-189.78,8.6201284,1,-9814.02,3.798,-13.8756,-6.4401,0.7612,-8717.68,15.6,True
-4.3224,7.0794,978.64,-352.06,2.06,-10.162,-986.14,-25909.65,821.5,-1.547,0,-191.88,9.0878,0,-5371.92,2.772,-12.061,-10.833,1.478,-7711.58,,False
-3.9546,7.3905,1067.18,-478.19,0.06,-7.889,-1157.94,-22409.11,1434.7,-1.183,1,-121.314,9.5598,1,-5991.09,0.81974,-7.865,-8.4282,0.50515,-9714.08,,False
-4.6914,10.158,1011,-34.7,0.06,-7.379,-1411.144,-22452.34,-251.7,-2.968,1,-164.1,8.8704,1,-5847.81,0.973,-14.0489,-14.829,0.8721,-8551.58,14.43,False
-2.847,8.5368,4508.68,-520.1,0.06,-6.8952,-1432.114,-22442.306,1222.2,-0.20767,1,-196.77,9.4028,1,-6940.32,4.182,-14.2798,-7.5666,1.0273,-7996.9,,False
-7.005,7.5555,857.18,-575,2.06,-7.5522,-1221.58,-22430.963,1012.84,-2.63,0,-128.109,8.9116,1,-5233.32,1.1116,-9.981,-8.133,0.6029,-7652.78,,True
-3.9501,19.011,923.86,-1377.7,0.06,-6.9706,-1363.64,-22447.51,952.4,-0.7655,1,-121.395,9.7828,1,-5386.02,4.326,-17.741,-7.2276,2.207,-8070.58,14.89,False
-3.3771,8.1045,1143.96,-358.98,2.06,-9.368,-1515.44,-22431.801,1533.7,-0.7735,0,-133.23,8.67158,1,-3843.72,1.372,-20.381,-6.46635,1.122,-7763.48,14.11,False
-3.7515,7.3614,-570.12,-569.6,2.06,-7.9578,-843.34,-22444.587,452.9,-0.3528,0,-133.671,9.2884,0,-5602.02,1.338,-4.945,-10.857,1.64,-8095.18,,True
-3.8367,12.066,850.94,-844.6,2.06,-7.7602,-1353.26,-22410.31,1520.5,-2.597,1,-124.605,8.923,1,-6128.58,1.3056,-15.928,-15.768,0.6684,-9070.08,,True
-2.9172,8.1498,502.88,-479.86,0.06,-12.868,-1192.34,-22365.49,1824.1,-0.4879,0,-107.8647,8.7827,0,-6207.78,0.9638,-9.933,-8.7264,0.9618,-8265.88,14.52,True
-3.9864,10.932,-351.32,-381.57,2.06,-10.066,-1463.22,-22435.152,2946.7,-0.3245,1,-120.645,8.66858,1,-5356.32,0.87796,-16.024,-6.9891,1.0645,-8332.68,,True
-4.7337,17.814,1109.7,-443.95,2.06,-8.4188,-1422.218,-22465.28,1417.5,-1.609,0,-113.931,8.77988,1,-9691.02,2.3566,-16.344,-6.5382,1.136,-7797.58,14.79,False
-9.498,7.4547,1373.28,-1268.4,0.06,-6.9094,-446.94,-21580.45,-438.3,-0.4015,0,-140.67,10.321,1,-1924.02,1.1304,-9.833,-6.6972,1.0998,-7821.69,,False
-10.947,7.1643,843.8,-691.8,0.06,-7.7308,-1145.54,-22412,1238.6,-1.687,0,-118.431,9.8768,0,-6083.202,3.442,-11.274,-7.3083,1.2619,-7722.48,,False
-3.2046,8.0478,-1293.32,-465.98,0.06,-13.822,-1100.94,-22415.41,498.3,-0.2718,0,-114.396,9.7072,1,-2068.02,0.9596,-8.364,-6.50106,1.2356,-8239.08,14.12,True
-6.504,7.0746,1029.2,-391.52,0.06,-8.872,-1705.54,-22290.15,1553.7,-0.9979,0,-104.98797,12.648,0,-5480.22,1.4514,-10.228,-6.7314,0.5723,-7224.18,,False
-3.7014,8.0373,676.88,-340.24,0.06,-9.132,-1454.9,-22396.82,1037.98,-1.529,0,-113.811,8.7418,0,-5047.32,7.336,-12.919,-9.36,1.3049,-7933.03,,False
-2.8113,7.284,597.48,-615.8,0.06,-8.694,-162.54,-22591.55,872.7,-0.8556,0,-119.646,8.904,1,-5881.8,4.212,-18.91,-17.892,1.75,-8129.08,,True
